Language,GitURL,GitRef,BuildTool,BuildStatus,ErrorMessage
java,https://github.com/MDSalmanChohan/TasbehAndroid,75e57fc4d4cbef06187960a00b9a7dc9ae6a4da1,gradle,fail,Command './gradlew assemble' returned non-zero exit status 1.
java,https://github.com/wisniewskikr/chrisblog-it-docker,0208bdbbd28bb27928d291cc8c8976e380d9c94d,gradle,fail,Command './gradlew assemble' returned non-zero exit status 1.
java,https://github.com/mirsfang/DaoDian,40fda25b8ad5653d92d4ab752d4e45f9065ae645,gradle,fail,Command './gradlew assemble' returned non-zero exit status 1.
java,https://github.com/Kathir2008/Search-Fetch-Data-in-React-native,931f9b6c53acf266534117689cc9ab2d856b4ddf,gradle,fail,Command './gradlew assemble' returned non-zero exit status 1.
java,https://github.com/abserro/reports-rest-api,157da0d1d0d0e530de41a52e43960f2b87a97338,gradle,fail,Command './gradlew assemble' returned non-zero exit status 1.
java,https://github.com/fabasoad/pojo,75b46d203705a19eb1427dd24444418b81c8dde1,gradle,fail,Command './gradlew assemble' returned non-zero exit status 1.
java,https://github.com/EastWon0103/fundy-prototype,ae22e80c61b7e09888d4cd6bea5547f6c5aa0fcd,gradle,fail,Command './gradlew assemble' returned non-zero exit status 1.
java,https://github.com/1nwan22/withdog,767b44c157418a4f7b2f4314547a37933381f6aa,gradle,fail,Command './gradlew assemble' returned non-zero exit status 1.
java,https://github.com/attilaTorok/AOC-2023,1776fe8d5932c2b20ce52550e954e21ecb3727f2,gradle,fail,Command './gradlew assemble' returned non-zero exit status 1.
java,https://github.com/honeydanji/GroomingProject,1f428a5190729218cb603c5a6cd2851782b6b3ca,gradle,fail,Command './gradlew assemble' returned non-zero exit status 1.
java,https://github.com/git990412/Medium_Mission_JeongJuYeong,3ab1d08679f37558e05552dbea0d8e2318c03709,gradle,fail,Command './gradlew assemble' returned non-zero exit status 1.
java,https://github.com/rashidrana092/TodoApp,f2e33751be7cb1ed18f957558cc44a5745d46693,gradle,fail,Command './gradlew assemble' returned non-zero exit status 1.
java,https://github.com/hmcts/em-hrs-api,75473ba85dea7d4397614ae7a96628e12711f3b3,gradle,fail,Command './gradlew assemble' returned non-zero exit status 1.
java,https://github.com/sudharani524/TeaBreak_App2,cc79086eb036a0c738c5eacd1369b1263100c1c0,gradle,fail,Command './gradlew assemble' returned non-zero exit status 1.
java,https://github.com/machine-geon/jpa-spring-boot-course,fc0a5c5b64af2b038ee7316c534040f71536ed6d,gradle,fail,Command './gradlew assemble' returned non-zero exit status 1.
java,https://github.com/yunhozz/muco,50ded41a54bc32667e6714905f8c85be6127c157,gradle,fail,Command './gradlew assemble' returned non-zero exit status 1.
java,https://github.com/jyc0011/shouldbe,020801b31bcd95c327182ccee961747795a8d381,gradle,fail,Command './gradlew assemble' returned non-zero exit status 1.
java,https://github.com/jdi022222/docker-test,4daa8e81cbd04b4f683e3ede459e1c21f91d4d39,gradle,fail,Command './gradlew assemble' returned non-zero exit status 1.
java,https://github.com/hana2set/SNSBackofficeServer,d1fb90ae7febcf976c5f159a8ed178161e3075c7,gradle,fail,Command './gradlew assemble' returned non-zero exit status 1.
java,https://github.com/BBSeif/SnakeGame,1436694943d0c13935988cc7b6d9b651277b29af,gradle,fail,Command './gradlew assemble' returned non-zero exit status 1.
java,https://github.com/rashidrana092/Tasbeeh,afc0afe8d93a1022925b91425549e016cdf72e74,gradle,fail,Command './gradlew assemble' returned non-zero exit status 1.
java,https://github.com/2017tmxkxm/spring-tutorials,a344380fd1f57fe44a4146d3d5110af240c988c8,gradle,fail,Command './gradlew assemble' returned non-zero exit status 1.
java,https://github.com/ssurprise/tomike,c2e73b030d3c8fc5773b86194920865243198748,gradle,fail,Command './gradlew assemble' returned non-zero exit status 1.
java,https://github.com/sklintyg/infra,fb3a1ca124b2156af82d7d8f44af87c885665fc7,gradle,fail,Command './gradlew assemble' returned non-zero exit status 1.
java,https://github.com/mjj111/membership,a9b08db79072b52564b362e2f9e1fb9cb428ccef,gradle,fail,Command './gradlew assemble' returned non-zero exit status 1.
java,https://github.com/spacecat393/SakuraDrop-CleanVersion,1a0e888a6a87877f56ec95d86ab6ed72209e80d8,gradle,fail,Command './gradlew assemble' returned non-zero exit status 1.
java,https://github.com/ldw3097/SpringStudy-jpashop,d542757a6d6043d23ab5fd17ecd761c5e352512f,gradle,fail,Command './gradlew assemble' returned non-zero exit status 1.
java,https://github.com/cambridge-cares/TheWorldAvatar,ac87cf2c877af87867d428661dbcb96030c8942a,gradle,fail,Command './gradlew assemble' returned non-zero exit status 1.
